"year","quarter","Cell","Total_Catch"
32,4,"1",121396.56251103
32,4,"2",34423.4092830856
32,4,"3",8578.69656014538
32,4,"4",38703.4821858508
33,1,"1",90888.4620183238
33,1,"2",32364.1465438077
33,1,"3",1753.49188655134
33,1,"4",66170.3191141488
33,2,"1",102110.511976993
33,2,"2",7146.68448919343
33,2,"3",2224.05036461413
33,2,"4",36044.6557407168
33,3,"1",42701.5864611985
33,3,"2",13360.1777546688
33,3,"3",2802.23384325625
33,3,"4",44239.9553345001
33,4,"1",59144.0488166322
33,4,"2",18064.1855819308
33,4,"3",3525.96410741585
33,4,"4",46904.3272821662
34,1,"1",92365.7977520662
34,1,"2",13521.6074233091
34,1,"3",533.188482337109
34,1,"4",88186.7346651232
34,2,"1",93146.5520618436
34,2,"2",10018.0782706171
34,2,"3",1214.13942544066
34,2,"4",58433.5897034301
34,3,"1",80855.2517382556
34,3,"2",12910.9531027113
34,3,"3",1043.05184755384
34,3,"4",78195.1801213974
34,4,"1",175048.347054792
34,4,"2",11118.7472473796
34,4,"3",1529.91624715739
34,4,"4",37740.8096855988
35,1,"1",208900.449031882
35,1,"2",38198.0055516471
35,1,"3",5054.97611507417
35,1,"4",109349.335258433
35,2,"1",258062.810770748
35,2,"2",4132.02176634434
35,2,"3",653.091045325607
35,2,"4",33444.5363708744
35,3,"1",87843.5812317778
35,3,"2",24572.7515131489
35,3,"3",1335.82221214563
35,3,"4",60201.50435587
35,4,"1",248314.450053833
35,4,"2",41430.8573936749
35,4,"3",1630.46671732776
35,4,"4",47463.1228873399
36,1,"1",235335.698926354
36,1,"2",13289.0201266477
36,1,"3",1484.03236341429
36,1,"4",95283.0119305938
36,2,"1",125991.608807183
36,2,"2",11565.3010756164
36,2,"3",4348.08829193241
36,2,"4",47043.6989323572
36,3,"1",104364.545289444
36,3,"2",18537.6026647882
36,3,"3",4277.78796703583
36,3,"4",41097.3186862826
36,4,"1",402245.070540125
36,4,"2",15986.7251484851
36,4,"3",4123.60537080133
36,4,"4",47974.2966226736
37,1,"1",244325.195982856
37,1,"2",21105.2425585165
37,1,"3",3648.66371353898
37,1,"4",152191.521958081
37,2,"1",253588.898528545
37,2,"2",14727.2766398367
37,2,"3",5461.35394360187
37,2,"4",67747.0463087894
37,3,"1",135245.349724801
37,3,"2",37489.6986454859
37,3,"3",3609.1080563167
37,3,"4",68772.5269890706
37,4,"1",268846.740234761
37,4,"2",22394.7141818823
37,4,"3",2753.6839591388
37,4,"4",76826.6935342904
38,1,"1",97972.426622404
38,1,"2",10996.9482768372
38,1,"3",1300.83259240573
38,1,"4",309156.256702705
38,2,"1",114803.422926656
38,2,"2",9527.53481489816
38,2,"3",20577.6766672791
38,2,"4",135777.052179478
38,3,"1",89928.2419224324
38,3,"2",18980.0945763392
38,3,"3",34756.766152016
38,3,"4",89479.7411830453
38,4,"1",437087.635681123
38,4,"2",21919.3914127685
38,4,"3",2919.51167045892
38,4,"4",360230.742293582
39,1,"1",643298.043080332
39,1,"2",39300.5217056159
39,1,"3",6200.62693211906
39,1,"4",425442.752909409
39,2,"1",265376.463325928
39,2,"2",21798.003258076
39,2,"3",12748.5313648118
39,2,"4",44010.9656315974
39,3,"1",106712.778611903
39,3,"2",34045.4274519631
39,3,"3",44544.5035973256
39,3,"4",327787.251034673
39,4,"1",139935.549237061
39,4,"2",17933.8586795883
39,4,"3",7576.8902858511
39,4,"4",151958.371815582
40,1,"1",270553.094386086
40,1,"2",30657.6141694876
40,1,"3",6261.63119390758
40,1,"4",448685.967139425
40,2,"1",263180.730299112
40,2,"2",14393.7154208657
40,2,"3",23363.9445528232
40,2,"4",75383.5054462581
40,3,"1",135720.628674794
40,3,"2",35045.4420262618
40,3,"3",125881.049834268
40,3,"4",130857.297009182
40,4,"1",99032.2664859329
40,4,"2",12037.0067801261
40,4,"3",8696.92751804426
40,4,"4",94609.3216180957
41,1,"1",497361.843768726
41,1,"2",26890.3049652236
41,1,"3",11842.0868185769
41,1,"4",114622.935875559
41,2,"1",583306.567579617
41,2,"2",21335.1520295913
41,2,"3",28602.5622939272
41,2,"4",294191.703917911
41,3,"1",456666.026159654
41,3,"2",62510.310415737
41,3,"3",272602.780791069
41,3,"4",76892.0538121476
41,4,"1",446285.291970339
41,4,"2",14986.1536981881
41,4,"3",6592.30996169304
41,4,"4",523075.826909334
42,1,"1",1164516.30928386
42,1,"2",34130.5581151093
42,1,"3",4580.84407692491
42,1,"4",277214.922875226
42,2,"1",2365452.96820118
42,2,"2",15685.3742202892
42,2,"3",20117.5955667209
42,2,"4",241491.00666077
42,3,"1",1379646.11271471
42,3,"2",85533.4491825129
42,3,"3",82198.597348826
42,3,"4",175313.035591535
42,4,"1",784507.141676757
42,4,"2",39537.7824794578
42,4,"3",55207.6210318009
42,4,"4",409567.895627472
43,1,"1",349102.009043742
43,1,"2",56920.3500567447
43,1,"3",74797.110403516
43,1,"4",545205.395181201
43,2,"1",586622.373256351
43,2,"2",69518.6089773163
43,2,"3",132871.031244186
43,2,"4",153692.297466766
43,3,"1",108491.765852977
43,3,"2",127349.397848372
43,3,"3",143614.099012179
43,3,"4",241503.487216978
43,4,"1",110268.176147155
43,4,"2",48761.7820196272
43,4,"3",58681.6678322175
43,4,"4",532776.314966971
44,1,"1",131015.403121099
44,1,"2",39227.4463892928
44,1,"3",25700.2636440672
44,1,"4",337311.324191183
44,2,"1",398701.002447863
44,2,"2",59261.8417581017
44,2,"3",44339.5194468329
44,2,"4",59747.8054648167
44,3,"1",39233.9578714566
44,3,"2",88818.6468457375
44,3,"3",58834.8057442709
44,3,"4",171589.489361872
44,4,"1",237145.909225607
44,4,"2",41883.8393984526
44,4,"3",20091.4349424255
44,4,"4",498481.222038554
45,1,"1",326641.01108447
45,1,"2",61781.532201794
45,1,"3",42683.4051592517
45,1,"4",575436.415646434
45,2,"1",608967.106152577
45,2,"2",36187.4609787589
45,2,"3",40011.685243373
45,2,"4",3071.57502666646
45,3,"1",51760.1426208718
45,3,"2",68351.8269944111
45,3,"3",97381.9530461363
45,3,"4",140466.650157244
45,4,"1",132897.52991889
45,4,"2",52642.3759512151
45,4,"3",30150.7735050817
45,4,"4",485100.096323335
46,1,"1",183731.130208476
46,1,"2",96254.7904566037
46,1,"3",10124.2151262344
46,1,"4",431645.305717172
46,2,"1",212043.087799327
46,2,"2",30803.4251961425
46,2,"3",24338.6190938578
46,2,"4",28268.4863330115
46,3,"1",78387.1259707342
46,3,"2",39830.4336928774
46,3,"3",36072.0773130544
46,3,"4",322053.071081068
46,4,"1",294969.768348726
46,4,"2",50209.8954329293
46,4,"3",29145.8557624255
46,4,"4",649477.878427021
47,1,"1",342218.219636977
47,1,"2",119071.323838767
47,1,"3",7612.15869549909
47,1,"4",613169.762339365
47,2,"1",271271.677379566
47,2,"2",51440.0578516439
47,2,"3",25038.8798342193
47,2,"4",201715.183391302
47,3,"1",101149.916985708
47,3,"2",82167.5637893086
47,3,"3",42051.9746502293
47,3,"4",87376.3099807549
47,4,"1",268427.101805349
47,4,"2",72731.1279388783
47,4,"3",23835.7341086449
47,4,"4",511100.887675789
48,1,"1",234290.238548513
48,1,"2",103662.10498643
48,1,"3",10972.7157229782
48,1,"4",593328.725718273
48,2,"1",163874.226290417
48,2,"2",52957.3018153368
48,2,"3",67676.9143645052
48,2,"4",180196.071197181
48,3,"1",113931.355881443
48,3,"2",80393.3023396661
48,3,"3",45338.3525568427
48,3,"4",189159.243038403
48,4,"1",144426.010471101
48,4,"2",90533.8726727133
48,4,"3",60098.6193394611
48,4,"4",604863.909840523
49,1,"1",232002.07975506
49,1,"2",89378.6031573025
49,1,"3",10331.8415605407
49,1,"4",497714.725771051
49,2,"1",220254.74288775
49,2,"2",39628.6409310847
49,2,"3",69686.5351895518
49,2,"4",302073.578827025
49,3,"1",133360.966611673
49,3,"2",56787.1754468392
49,3,"3",92495.8998995934
49,3,"4",149565.390640954
49,4,"1",126013.866285157
49,4,"2",51017.5344221208
49,4,"3",55503.1493202643
49,4,"4",222614.362592254
50,1,"1",149223.767638
50,1,"2",157752.386431278
50,1,"3",14860.1098493067
50,1,"4",483235.200860671
50,2,"1",211703.469677574
50,2,"2",21666.4325514041
50,2,"3",48457.5311818416
50,2,"4",145915.073428645
50,3,"1",96919.3353726233
50,3,"2",62496.1648214301
50,3,"3",95415.9513195798
50,3,"4",100253.993837632
50,4,"1",188213.589049198
50,4,"2",64718.9588423327
50,4,"3",59152.5142554317
50,4,"4",147853.431563432
51,1,"1",322165.21425989
51,1,"2",86835.4813863459
51,1,"3",10663.1349133811
51,1,"4",349900.622432401
51,2,"1",304684.667152498
51,2,"2",24244.8523159487
51,2,"3",66314.0206793632
51,2,"4",104958.949657326
51,3,"1",75485.8047667171
51,3,"2",44714.3941156776
51,3,"3",49943.9430400892
51,3,"4",71909.5736752681
51,4,"1",94771.3480007744
51,4,"2",32390.624325371
51,4,"3",37905.8371260782
51,4,"4",377221.641584705
52,1,"1",208812.887074663
52,1,"2",103640.683991892
52,1,"3",55057.4862812067
52,1,"4",317098.395174559
52,2,"1",425327.562888956
52,2,"2",23798.1961824113
52,2,"3",66804.8188197578
52,2,"4",56534.7388899275
52,3,"1",181920.197162336
52,3,"2",28359.6599917143
52,3,"3",91989.3804332825
52,3,"4",84960.9967781415
52,4,"1",245299.710210826
52,4,"2",53936.2064703851
52,4,"3",11035.4323008204
52,4,"4",204599.94302243
53,1,"1",824237.062849074
53,1,"2",126252.657389209
53,1,"3",34015.5522388016
53,1,"4",342526.242573042
53,2,"1",1843925.27587315
53,2,"2",33063.7880751172
53,2,"3",81058.0708753046
53,2,"4",94387.3027364338
53,3,"1",251467.750684897
53,3,"2",82430.6203783167
53,3,"3",122096.150738722
53,3,"4",222271.539930808
53,4,"1",694577.062571312
53,4,"2",106962.570174986
53,4,"3",50408.233538232
53,4,"4",260953.018713181
54,1,"1",656088.161122008
54,1,"2",161801.865543012
54,1,"3",26324.1004867798
54,1,"4",655832.967788976
54,2,"1",1107364.95386105
54,2,"2",31964.7415884228
54,2,"3",66201.8799801865
54,2,"4",95908.2623209305
54,3,"1",167396.84275223
54,3,"2",51078.567895387
54,3,"3",96028.3834152178
54,3,"4",237948.170185434
54,4,"1",377237.653597706
54,4,"2",78536.386183024
54,4,"3",7875.90230255579
54,4,"4",200979.685213178
55,1,"1",553022.355869981
55,1,"2",126964.754091495
55,1,"3",7037.39267253438
55,1,"4",266550.273961629
55,2,"1",491690.693835034
55,2,"2",47543.5284553357
55,2,"3",26702.1339938619
55,2,"4",59259.6730335761
55,3,"1",264666.181365512
55,3,"2",28172.5824170319
55,3,"3",36508.1865274742
55,3,"4",170748.313301035
55,4,"1",318349.085213149
55,4,"2",76726.7514860902
55,4,"3",23114.9349933322
55,4,"4",323312.593216562
56,1,"1",281102.796143526
56,1,"2",166668.988533087
56,1,"3",2676.11865769213
56,1,"4",320608.580082152
56,2,"1",390859.031702756
56,2,"2",54241.7353391537
56,2,"3",7430.44596387742
56,2,"4",58447.9128111989
56,3,"1",44008.3524746533
56,3,"2",28043.0399813706
56,3,"3",18600.4696656062
56,3,"4",101252.660679258
56,4,"1",98567.1414630131
56,4,"2",39464.340303465
56,4,"3",12962.5100060089
56,4,"4",315641.694146363
57,1,"1",196751.022460434
57,1,"2",119967.307632296
57,1,"3",3433.86982839399
57,1,"4",358306.931882334
57,2,"1",129566.100295713
57,2,"2",25785.0551269802
57,2,"3",11140.5684389633
57,2,"4",56411.1013283615
57,3,"1",31949.4969391695
57,3,"2",10810.9201850326
57,3,"3",16500.8248591845
57,3,"4",31640.4393241118
57,4,"1",37876.1467375629
57,4,"2",43549.6677700593
57,4,"3",4466.84432573841
57,4,"4",291337.233940766
58,1,"1",60419.577796954
58,1,"2",53071.8464412057
58,1,"3",3022.5721419091
58,1,"4",226292.674560741
58,2,"1",100244.41588276
58,2,"2",28672.8728933422
58,2,"3",4207.99634189225
58,2,"4",48878.7132417248
58,3,"1",33869.8928682306
58,3,"2",25173.4505935177
58,3,"3",9881.85795529113
58,3,"4",58676.665042518
58,4,"1",56763.2063415398
58,4,"2",34037.15160024
58,4,"3",11059.4335558022
58,4,"4",215452.799737913
59,1,"1",32092.5520241232
59,1,"2",48977.6979283206
59,1,"3",6235.04403550782
59,1,"4",259006.263979876
59,2,"1",28914.3439362127
59,2,"2",19863.9672258206
59,2,"3",11480.9068753866
59,2,"4",44623.9464947051
59,3,"1",35421.7327331013
59,3,"2",20823.4734721078
59,3,"3",26607.0491954205
59,3,"4",24790.412857671
59,4,"1",68572.3184446421
59,4,"2",70034.9332222199
59,4,"3",10495.3390965744
59,4,"4",227147.019176543
60,1,"1",10781.4195455336
60,1,"2",51159.7344515924
60,1,"3",4085.59691659439
60,1,"4",374581.907483847
60,2,"1",58792.6519950981
60,2,"2",13172.3230036486
60,2,"3",12597.488444466
60,2,"4",44040.1125290201
60,3,"1",67161.4083751052
60,3,"2",19580.4769598995
60,3,"3",14413.2876665142
60,3,"4",23432.143074665
60,4,"1",114649.418692837
60,4,"2",62644.0003480046
60,4,"3",10435.6303413034
60,4,"4",77795.3367029496
61,1,"1",71424.4444010933
61,1,"2",36801.5814854735
61,1,"3",2287.96110323568
